sentiment,content
1,@redframer123 I think they make you turn your phones off  I'll see what I can do!
0,@GintareAuglyte hey  how are you?  x
1,@goldi_m except im on site near the airport on Dixon!  i have a lil #starbucks gps in my head hehe
0,@o_0robertpatt Why do they do that?!
1,"Come on Kirk, hook up your Wii to the wifi....you can do eeet!"
0,he wasn't there today   my free day from when the bell rang and wen it rang at the end was okayy..but after
1,Just finnished my Double Cheeseburger. It was good  Ready to watch the Spanish F1
1,@ichliebexdich  hhahaa!    its well strange just woke up to an empty house ahah  lolllllyyyyyyyy&lt;3 love that dog
2,good topics. and ciggarettes.
1,"But I am on pg 145 of 165, so I'm getting close!  *yawn*"
0,@mileycyrus EVERYONE VOTE FOR MILEY CYRUS FOR THE MTV MOVIE AWARDS BECAUSE I CAN'T THAT DOESN'T WORK AT ME I'M #FRUSTRADED :@
2,Sleepless in Seattle
0,agh! freaking out about going to Wales already! &gt;&lt; not packed!!
0,notthebest weekend....but oh well....I have a right to be sad
0,Out for an evening on the town with jeremy. Sad Carrie can't come
0,I had a bad dream an now i cant go to sleep   KEILIGIRL254
0,"THIS TWITTER SHIT KAN EAT THE GUN NOW ....AN I DON'T EVEN BE GOIN IN SMFH, OVER REACTIN 4 NOTHIN, I NEED 2 STAY STRONG"
2,watching @jtimberlake on SNL
1,i jus love doin night shifts...will be done in an hour
2,Varsity Fanclub will never be the same!!
1,awake and ready to learn a little more
0,oowww...why do wisdom teeth hurt so much
0,@Terrellbrw No money... and No Car...
2,starting to wonder if I'm going to get this job... came across as though i'd find work elsewhere if needs must... not intentionally
1,"@vjestep I'm mo nudge you again, better watch out!"
0,&quot;I think you should know this. He's going to break up with you. And I just had to tell you. I'm sorry. I know you love him.&quot;
1,my mum thought that my brother laughing was the cat about the throw up... smooth
0,@BTV_SUPRNATURAL  ok thanx very much u can send me the answer by private mail if u like but would be sooo cool wish i was in birmingham
0,It's going to be a good week
0,Listening to Distorting a Code by Spinnerette and just cant wait to get my hands on their full length
1,@Dnldub Hey! I am back.  Been listening to retrorewind.  How you do always know everything.
1,@officialTila Thanks for the interview mama!  Enjoy your night
0,@Kel_Kel_17 ehh carnt stand hot weather
0,@SherriEShepherd Wish you were doing one in San Francisco!
0,Soooo high
2,I do believe it's bed time. Knighty knight.
2,"@valerievirginia ohh tell me bout it, couldnt stop munching! my stock is running low, buying more today"
2,Listening to Broken by Lifehouse (on repeat)
1,"@kathyIreland Hugs 4 kathy. Though my mom's in heaven, I know she's smiling at my accomplishments &amp; all the people who keep me positive."
1,"@lesley007 morning sweetie, you cool?  xxx"
1,migraine and leg pain and woe ): should go to bed but it is 2 flights of stairs away. Happy mother's day
1,@ryanwashurrr don't worry be happy Ryan
0,@yansie02 not yet. im still loading it.  have you?
1,@Sicknastyjessie  i know. it sucks
1,"@chainsawchelsea If it's any consolation, you're definitely one of the hottest GG's, IMHO"
1,happy mothers day to all..
0,@NancyLeeGrahn IS she in grade 5?  I can't do my daughters grade 4 math...soo sad
0,i'm staying up to watch it
1,Being followed by compliance.  Great.   Have to watch what I say now.
1,@thomassmith Yo Thomas! thanks for the follow  Social Media Director at Disney? That's awesome! I'd like to learn more! Lets do lunch
1,"Sleeping sounds too good, goodnight my babies, cuddlez for everyone"
0,Is going to get a full nights sleep tonight so her arm can get better. It's no fun being forced to use your left hand
2,@darrenporter hehe...nice try
2,is cleaning the house for her family who is comming later today..
1,@MckMama  This has made my night!!  Way too funny!!
0,http://twitpic.com/4j9fb - I really love this picture!
2,@AbelPetSupply LOL! No trialing...for the most part Florida trials come to a screeching halt over the summer.  Have fun this weekend!
2,@Timothy_Carroll i want a marty mcflyy t-shirt.
0,@luuloo  im really sorry i know wallah how u feel this life is shittttttttt
0,"I miss my doggy,my hammy,my turtle &amp;&amp; my fishes"
1,What better way to spoil mum than to let her kick back and relax over a nice meal and a bottle of her favorite wine? Our wine was a red
1,"its a beautiful,albeit, windy at times, night in So No...."
0,singing songs and filming movies  what i do best
1,feeling so great!
0,Been rebuilding my Dev. machine after a disk crash last night
0,"@corylamb i was going tonight, but you never wrote me back with the info  im sososo sad..."
1,@mschiefmaker Thanks madam.. you're lucky coz you had a wonderful dog.. and sooo cute...
1,Feel so depressed that I couldn't save it... Thanks for nothing!
2,"@JacobLovie cant say i havee, im at james' but i did some rs yesterdayy!. im learning my quotess"
0,@subray put me right off my scrambled egg breakfast  #fartingloud
2,@sillybabyjulie me too
1,it sleepy time  [&lt;cody&gt;]
0,feels really sick.
1,Heading home  i love my boys
0,"It's Monday, and I am still cleaning up the mess from Thursday night's storm.  Like I wasn't busy enough this week!"
0,@maryvictoria did you get fired?  *hugs*
2,@Jay5920 leave Fraser alone
0,"I miss my dog  r.i.p.Batman... Yeah, Batman (I really hope 'all dogs go to heaven' is true)"
0,@abbefied Bummer- that is a bad experience.
0,"@ZackRabbit i chewed up a Starbucks and a Subway gift card at Christmas time, I got in big trouble. I not allowed near purse."
2,this thing was more fun with my itouch
0,"Feel quite down, not quite sure why though :s so going to bed  night everyone x"
1,@awesomerthanyou Memphis and RCW both have all new songs.  should be good.
1,Is listening to P!nk tunage and trying to teach my cat to dance to it... I think she's getting it we can be backing dancers by next tour
0,Frustrated with copying 13Gigs across USB 1.1.Stupid old servers
0,heading to graduation  I do NOT like this....oh and Nick....I'll be looking for you....
1,@traceym75 Thanks! I will tell her my friends on Twitter say so.
0,fuck elora danan are breaking up  too and im missing their last nsw show too  def need to hit up melbs !! someone come with ?
2,"todays line up: more work on OS bluetooth app, a brief stint with Uniservity and if I get time some CS4 tutorials... busy bank holiday"
0,Knew she was an idiot..
0,"@SeandBlogonaut daddy wanted to buy me shoes, but they were prettie esspensive, so nao I haff to go bearfoot"
0,"Still no pic, very sad"
2,"@scottcmusic I was in row P, but i tried to run down to the front in Corrupted and  i could see you singing away"
1,@Katarinea Oh wow  ouch...
2,"@EricVespe i would but he's premiering avatar footage and can't do it then. also, we better hang out."
0,"Loaded up box of recyle stuff for Salvation Army,but took  corner too fast..everything is all over the back.Might have to recycle to dump"
1,"@nomaez hey man, thanks for twitting for twitter tshirt , appreciated"
2,"@Skiingfreak77 and by the way it's short stack, not sway sway  sway sway baby is a song of theirs"
0,Sorry that your tummy hurts deathbyhistory  i got a tattoo like half an hour ago!
2,@davidnikel i don't even know what sporting social enterprise means....
1,may the fourth be with you  happy star wars day.
1,"I am in a middle of a industrial estate in pirate ffancy dress,ready to do a 7 mile walk"
2,@danielfelice look like i can only quick post from the dashboard that is all
0,"@scotty_mcc bye, Scotty!  i'm gonna miss you. ily&lt;333"
1,Done studying bout the earth
0,Miley Stevens - Waterhouse is at Jhy's house  http://apps.facebook.com/catbook/profile/view/6402509
1,"@atlprincess 'erocka the ruler' i called you, but i see i gets the no love   whats up with that?"
2,@chaotic_barb Thanks  #sigjeans
0,I'm hurtling headlong into a day of spanish and art. but my view is: after tomorrow it's just REVISION and extra frees
1,let's make this last forever.
0,@workingmoms thanks he got hurt Wednesday and going to vets today
2,@theKINGm1 Cuz you play a grown up on Twitter?
0,not super keen on the drive home through the rain.. additional concentration required that i don't really wanna deal with
1,@colstewart You're cycling tho' that's good. Healthy eating  Healthy and eating are a contradiction in terms.
0,Swolen as shitt  boo hoo
1,gonna walk around for an hour now :I but I'm totally motivated! Wahahaha
2,@iantalbot  Who was it that said Vive le difference to me only the other day? ;-)
0,@Strabismus I try to ignore..just noticing new M.O.'s . I LOVE Sonic drinks. Cherry limeade mmm
1,is online shopping...fantastic
1,@MarieTuckerVA busy wit work  how is your business going on?
1,@mari_possa Happy Happy Bday Baby Girl. Love Ya!!!! Hope you get EVERYTHING you want
1,@mileycyrus i dnt think i can ever get tired of&quot;The Climb&quot;its just 1 of those sngs u'll always remember  ...
1,@streetkingpin Well my battery just needed a jump...and now I gotta pay extra to get my nail fixed
2,@ashhh_x Who Else do you Loveee?
1,"@AmazingPhil How BOut What Your Doing Now, or what you gonna do today  lol"
2,@Jonasbrothers you guys didn't say hi or answer my questions yesterday  but nice songs.
0,"hot wings cafe with willyum  mild, spicy BBQ, curly fries.. delicious!!  http://twitpic.com/4wesr"
2,@Welshgirl35 Hey  Why thankyou. How's u? x
1,@HeatXCL I wanna get an FF tweet too
1,being new to Twitter?!?!?
1,"Ha. J perfect timing on that message, the cure just came on"
2,"i got my period, and i'm not pregnant"
1,Son's gluten free birthday cake done.  http://twitpic.com/4jbwy
0,Burnt the fuck out of my hand today.
0,I do nothing on friday nights
2,@Love_Idol Looking for a new SMS sending solution? http://promotion.itagg.com Get ï¿½6 FREE SMS with every iTAGG!
0,i gots a summer job
0,Not  looking forward to next   wednesday at all
1,the end is not as far as the start
2,Chino - Gentleman Jack is pouting because Mommy is gone to dinner.  http://apps.facebook.com/dogbook/profile/view/6891977
0,"Well after a glorious weekend, it's only bloody raining... Nice BH in order then!"
2,"@darrala sorry again, I don't have a twitter ap on my phone, so I only text to it, I can only reply on the internet for now."
1,@ralfrottmann thank`s ... See? now I`m back on smiling
2,@KGeezY3: more interested in watching SNL for Ciara than Justin Timberfake
1,"@alyandajfanatic YAY!! that's so cool  aww that woulda been sweet, no worries though! I'm just glad you had fun!!"
1,@Dean_John what makes u think of south africa? why not italy or hawaii or something?
2,@omarabid I was born there
2,Google ... show me apples ... I only want to see images with green in them: http://tinyurl.com/clrbau COOL
1,@tommcfly Do a tour in the Philippines sometime.  A lot of fans here would really love that!
2,It's natsmith88 last Friday today
0,aaaaaaaaaaa McFly
1,@giiab thanks so much! we love fanmail  talk to us anytime
0,i had the best day ever! i missed him. more tomorrow too
2,Tummy bugs are lame! Got about an hours sleep if that.
2,"Ok I'm frustrated, there is hella dust between the screens of my blackberry"
0,just found out that my husband's grandma fell down the stairs &amp; is at the hospital with several broken bones...praying hard!
1,@simonschuster Celebrity sighting: Spongebobs here! #BEA09   LOL! Now I'm even more distraught I missed it
2,I want the rain to go away! There has been too much of it lately
0,aww i feel bad cause i dunno if nicole is in the city looking for me. she's probably worried  srry hun
0,"how I wish my parents put me into a Chinese school when I was younger. Then, it'll be so much easier for me to get a job..."
2,One lactose pill is not enough for coffee....oopse
1,Is Skyping with family
2,"@fionaaa_ YEEEAH :'D lmao, dentists aren't nice  espesh after they decide your too old for goodie bags with stickers &amp; awesome toothpaste"
0,I'm soooo bored. just fuckin got a new phone and called my man but hes busy and one else bored???
2,was hoping to go to Red Lobster this weekend
0,@AngelaRyan jet blue is okay I guess. They cancel flights and don't have a lot of backup planes. And no first class
0,"Again, I'm stuck in traffic jams ... Somewhat starting to be the same situation every day. That's sad, really"
2,@souljaboytellem Good night
2,hates karma down. bakit kse nilagnat aq khpon?  http://plurk.com/p/wy4ju
1,i'm going to pig out on ice cream and potato chips
0,@mamamikey paramore makes me want to punch babies  lol
2,HEY GUYS IT'S WORKING NO NEED TO WORRY. i have tooo many followers tho ...
0,sometimes the fact that my health for the lack of a better word SUCKS really scares me
0,Is also having a lonely night.... Wishing she could go to Audun's so that she doesn't have that bad dream again...
0,"I want to shoot Viva Hate... this is only the second time since I got my new camera I've had a chance, and the other was pitch black"
2,Follow Friday is a bit hard to do when my work kicks in on Fridays
2,Twitter connected with FAcebook   http://twitter.com/paynetsystems &amp; http://tinyurl.com/dagmoq
2,@rastin Nope I am in Coquitlam
2,http://www.efteling.nl/ Today: Nothing but Efteling-fun !! Not too sure about that Python-rollercoaster-ride though
2,nothing to do &gt;.&lt;..any1 wanna keep me company?
2,heyyy where'd my tweet go?  *shouts to @fuseboxradio bc her lists are always amazing!
2,Let's continue being productive today
1,just came back from karaoke &amp; eating dinner with emily. it was sooooo much fun
2,@MarkBorkowski greetings- jump in pool- water is warm. But you might want to avoid shallow yellow end where @MisterNoodle and I play
0,@CrossedOutName pandora is blocked at my work  bummed
0,"I do feel bad for the nice people there though, just not whover it was that said we were out of line"
2,i am back
0,"Thinking about Con Law, fighting a headache, &amp; Paying bills..."
1,"Soon we are going to look at a cabaret, it's going to be fun!"
1,"wow, EMC's new site is - different"
2,@PinkTribble I do not consider myself to be an estate agent
0,I think my cheap sunglasses are falling apart. Oh well
0,"Passed 700,000 views of my YouTube videos"
1,Am in the mix on the Galaxy weekend! Love(d) my Friday show! Sweet! Make the most of this one if your listening
1,@SoldierBeetle Your welcome hun!    They are all amazing people - make sure to say hello to them!
0,@outrageousJavi oh I see
2,just found out i have strep
2,Juast got home... and I have to leave again!!!  BRB!!!
1,"@llauren_ having a very lazy day, playing xbox and drinking tea"
0,"@PaulaMacKay I think he thought about it, but then I sneezed on him"
2,@charlottespeech Aww just read your tweet. I'm not sure about later either (work too)  feel it for us
0,@paulo_one yes it went down smooth! Too bad I have to get back to work though  how are you enjoying your Friday?
1,"@MartiniMisty Oh god, what was that thing! It scared me."
0,rah rah. youtube isn't working again. oh great
0,Good Morning twitters!!! I am soooo tired...I really need 2 stay off of twitter...LOL this shit is taking over my life...LOL
0,@nickkk_ that sucks!
0,@bhufford: I've got a fairly flat route available... the problem is I no longer have a fully functional bike to ride
1,bought my pink ipod nano 2 days ago  will be delivered this week. YAY!  &amp; hopefully getting ears pierced again in a few weeks XD
0,is not feelin well... i feel sooooo weak....i hate bein sick in the summer
0,going to look at a bunch of open homes today. just to get a feel for the market. i think i've got a lot of saving to do...
1,Hoedown throwdown- all I can say is... I'm getting there!
2,@jesssicababesss @IvanaE @RachelLock22 DECEMBER... thats like a year away...
0,my stomach is bleh!
1,Presentation - done! And btw: my teacher is cute as hell
0,thinks tonight couldn't have gone more perfect.
1,Happy Mother's Day to all you mother's in Twitterville!
1,@mens_STYLE  I like it
2,deck building buddy missing in action
2,ahh i hate when you bbrush your teeth so hard you make your gums bleed
1,Headed to see friends new baby. Gave up trip to the lake cause of dance class. Such a good mama.
0,"Ima go to sleep long day ahead....And its all Benicks fault ,i so dislike him. &gt;=( Well Good Nite World!"
2,Just woke up.   Uhuru out
2,Use this link to start earning free cash http://tinyurl.com/coboyf  Just sign up and get paypal cashouts of minimum $1  !!!
1,@nita49 A big ginger and white male cat and a little female tortoiseshell. Both indoor cats and rule the house
1,"@death_by_spork haha I like it anyway, although i miss the spork in the pic... where did it go?"
0,"we need to have a haters ball today like on dave chappelle,,,,, man I miss those days on comedy central the new episodes"
0,@judez_xo they were so pretty and took like an hour to do  CAN I DO URSSSSS!
1,@apizzle86: thanks!  and you being #80 just made my morning!
1,"@JCinQC it is far from downtown, 30-40 minutes or so  and they do have veggie burgers"
1,@MrHollaOut hahah  u know this mannnnnn trust me ima  freak and  proud of  it
1,Just woke up and saw that the sun isn't out  I need to start waking up early
1,Coffee time  be back later kisses*
0,OH NO ZOMBIEPIX DON'T FOLLOW ME ANYMORE... NEED SOMEONE TO CHEER ME UP
2,"@nawty I've been well, thx. Just getting up for an early morning meeting and wondering why I agreed to it. Don't like getting up early"
2,Check this video out -- Bylaurenluke ~ Make up Launch~ They are here available now   http://tinyurl.com/cudamo
0,last day of school  so sad
1,Awww I wanted to see some more of Greg
0,"@Ariel_Meir ohhhh ouch dude, I got it now I was drunk last night and didn't get the context. Sorry dude."
1,O'Charleys? Pretty good. Especially when its free. Hot waitress? I think so. Back to work? Unfortunately.
1,Great exercise for a Sunday morning: &quot;stopping the wheel of karma&quot; (R.A.W.) and transforming negativity into love... Life!
0,WHY CANT I FIND IT!!!
1,@yaeljk NKOTB world is the best place to be
1,Am now a member of International Thespian Society Troupe #6492!! Now if I can only make my family stop fighting....sigh
2,wolverine was a bit short. waiting for cat to get dressed then off to York for the day
1,@taylorswift13 the video on myspace is so funny...u run a lot hahaha i voted
1,@hadoukenuk http://twitpic.com/4hsd2 - Weheyyyy   We give thanks for MIDI keyboards
1,Kakabalik lang from Tarlac. Good aftie.
1,@stereophonics http://twitpic.com/6714p - I feel really emotional  Its been great seeing your pics and keeping up with you.  Gonna m ...
0,@supergirlnancy sorry  All the codes I have are posted on our site
0,"@SosiP oooh...I wish I could've gone there today, too!   I know Zach was looking forward to it."
1,"Fatigue settling in, but gotta power through! Awesome seats again tonight. I'm pretty lucky. Life ain't too bad..."
0,"Josette....where are you??   I looked across the pond, but you are nowhere to be found."
2,@rawrrxsteffie yeah quite a few kids in my school got swine flu. they only close down the school if its 30 kids or more
0,@acepilot P.S. I hate your work schedule! I wish you could come play tonight
1,@OAMCortney you're alive!!!!!!  Go w/ The Notebook...it'll make you cry and stuff
0,@she_shines92 aww that sucks
2,I came with a q: &quot;any recommended hairdresser? U r full and they suggested me to others  &quot; His ego talked and I'm in d line
0,@bmerten85 @anthonycolaneri Pool party? Why wasn't I informed????
1,I wish Saturday Night Fever was on again! I couldn't stay up lastnite for the whole thing
0,@MFarrugia I never was good at platform games...
0,Woke up from aspirating some stomach acid. I'm praying that I dont acid reflux  and that it was a one time thing
2,@amreldib lets hope retirment is not cancelled for any reason
1,@stephanierhenee wow... you're doing this all through text?  I would get tired after a while
0,... looks like it's gonna rain
0,@Its_Aitana K ??? What??? No way!!!! No
1,Ive got the greatest boyfriend in the world. I love him so so much.
0,"@chasingsunshine I'm sorry, but you wrote that on a blackberry which means you loose any respect i had for you"
2,back in wayland  its good to be home
0,@Jakeshears poor pooch...
0,Such a beautiful day...wish my bike hadn't been run over by a car - hit and run.   #bikeTO
0,@BullyOSullivan sorry to hear that.
1,"@Booooooom I love how Alex Pardee colours his picturs, so differnt"
2,@Aniluck
2,"@LaBarceloneta I think I'll target it's original release date, which is July 29th.  Enough time to raise faux or ironic interest."
1,On the way to Malaysia...no internet access to Twit
0,@pyroezra i really wish i could.
0,My TI89 died. I don't know why.
1,"@deadmanwade awwww ray you're the best.  it means a lot to me that you say that! i can't wait to hang with you again, hopefully soon!"
1,"@hesselbom Ok, which album to start with? After listening to Frank Black for years I found out he used to play in #Pixies."
1,it's the last day  in lonesometown
2,@finnmacool I am lost. Please help me find a good home.
2,Well friends i think today is just gonna be one of those days........a work day
2,Work time....
0,"5 Mins, till the end of follow me Friday"
0,@MrsNewlywed  Sorry to hear that.
0,@deevazquez Lol. She's offering me a case of guiness!  can you one up her? If you buy me two I'll stay. Let's start the bidding wars
1,I'm at mcdonalds eating chicken nuggets with my kid so embarrased I droped my soda  haha it fell out of my tray lol
2,@theremedy4u  5 days
1,Hey Tweeps...good morning. Wussup America...Talk to me tell wut's on ur mind..
0,"recovering from a hard day of homeschooling my dd, chemistry did NOT go well..."
1,"@ms_hypnotic oh thanx, just when i thought ilost it, iappreciate it"
2,Talk at you all lates!
1,May the 4th Be with you all!
1,hi to all twit friends  happy mother's day to all the beautiful and amazing mothers out there
2,"@GJvManen Nope, kicked that habit more then a year ago"
2,@lozhush let be me your first
1,Happy mother's day everyone! still playing pet society!
0,Yay! I just fixed my blog's CSS problem that messed up the design
2,Great cover  ? http://blip.fm/~5jq9o
1,@dreamer0407 ohh and Coffee Break is my fave too! they rock!! LOL
0,@gfalcone601 ohhh ok. thats upsetting  sorry for wasting your time. xx
0,"home! day scale from one to ten is an 8  damn i feel old compare to him, haha so cute."
2,@maniactive I'm thinking the &quot;Chevrolet Doom&quot; would be fitting for GM
2,@Thecookieninja if mom gets paid...
0,@alinachka is there anyway you could forgive me?
0,@chopperdave12 i think im just going to wind up going Home and go to bed
2,So bored... need more people for rsmv !!  jagex doesn't let u say RSMV unless its the first word u say in the sentence.. sad
0,I was hoping to sleep in tomorrow ..I guess it's not happening  Stupid blood tests grrr..
2,Boo Im lonely and bored
1,@mandiengram Ha! Did she find out? The only thing Google came up with was some database acronym and &quot;dibbs&quot; on the front seat aka shotgun
1,@rosehwang Always welcome sweetie! *HUGS*
1,"Happy Mother's Day, Mama! You're always in my heart!"
0,still sick  @ Home http://loopt.us/iArPRg.t
0,"He can't fix it.   I guess I'll write until I get too bored then watch tv. Man, this is lame."
0,he keeps makingfun of my typos!
0,Enjoyed last night at what I call &quot;real world social networking&quot; -  LOK event in Vancouver.  It was great!.  But headeache today
0,@zoecorkhill do you get headaches a lot? What painkillers do you take? Nothing works for mine
1,@mhisham hahaha tempting! but nvm la. i'm quite a klutz.  i actually fare better with my hp cam LOL
0,she's gone   I miss my kay way already
0,What am I doing? I'm sitting here wondering why I am twittering  Is anyone really listening??
0,"@pcon34 I have a lot of Hell Yeah, and Rebel Meets Rebel (DAC + Pantera) and like 10 Pantera songs, I can't find my Cowboys From Hell cd"
1,Liking the Windows 7 Release Candidate so far... (also liking my new video card and terabyte harddisk  )
2,My Chemical Romance Official Sodahead Profile  http://www.sodahead.com/mychemicalromance/
1,thanks to @ranukka and i'm now on twitter!
1,@peterfacinelli You didn't answer my riddle  Party pooper lol. Jokes Joyce  it was a good one tho haha. Hav a gr8 weekend!
0,@paaaulaaac me too  even my life is pretty good but i always say its shitty
2,@David_Henrie how are you?what are you doing?answer me plz
1,"So glad to be home with my family, quite glad I get to see @iflyhighsky in a week. Lots of things to be happy about."
1,@Steph_Atticus Thank you
2,even if it is spf 55. Besides you don't need a 55. You are just putting more chemicals on you face. Spf 30 is a full block.
1,I wanna see that movie &quot;Keith&quot; with JMcCartney in it! It looks sooo good. But none of the video stores here carry it
1,YES! getting my sky + back on wednesday  been waiting weeks for it (:
0,@JeremyRylan I'm on mobile web and it won't let me  it looks awesome though....and no one reads my tweets anyway.
1,@shakedxit23 I'll save you
2,@lmchugh fingers crossed for you.
0,eww. cant sleep and its 2:38 am
1,"@aussiecynic Blow me away it IS raining harder here. Yay you, well done"
1,"thelma &amp; louise, Good movie."
2,"Going to REtake my Softball photo because Patrick's Studio is a piece of shit. Back here for chores. Some Friday, huh?"
0,"@jgoode impressive fever!  best wishes to her, hope it's nothing serious"
2,goin to bed
2,"Part of my Neuroanatomy take-home test.  After this, Iï¿½m... http://tinyurl.com/de8y47"
1,&quot;i hear its wonderful in california.&quot;
1,Ready for tomorrow. My mommy will get her gift for Mother's Day. Hope she LOVES it!
1,Happy Mothers Day to all the mums in my life and those that are not
0,Irritated that I can send emails but not receive them!
2,@TwentyFour  what I said!    I'll have to think about it and try again!
2,DONE--IT'S SUMMER!!!
2,"Off for some sleep, g'night everybody! Hope you had a good day"
1,"Hello all my new followers, there is suddenly a lot of you, so will take a little time to get round to you all"
2,Good morning... Iï¿½m soooo tierd
1,I thought there was more Fanta in my can than there was
2,"@tccrt3r heyy! @RayleneOrnelas told me to follow u, whatsup?"
1,Woohoo..this is the day/week the Lord has made! Just remembered we get to wear jeans &amp; chanclas all week!
0,I cant afford life right now. Everything i want to do is too expensive
0,"@gasfreecommute -i'd love to be able to bike/bus/walk to work, but it isn't safe in my area"
0,@BLaCkitaLiaNa7 ay uuuu  happy mothers day
0,"strongly agrees with Jason about Wolverine, but not about Hugh Jackman.  Sorry. No kids for this Mouse."
0,"I think I might have to call it a night. Getting that falling feeling, need to fall into bed. Night, night, tweople!"
0,@victoriax64 im sorry
1,@NadavS Cant wait to do some of those things
1,Been sitting in garden with my mummy and also got a text from the boy who i thought had GOT THE HINT    obviously not.
0,Filming at a carnival for my music video... It reminds me of the Cherry Festival that I used to go to back home... Ahhh memories...
2,"The time in Germany went by too fast, only 2 days left   Hopefully I will move here soon."
0,".@jkmodels I missed your party...you must forgive me pleassse, i feel bad.."
0,"@SirReigns Good luck with the design....remember the little people   Heading to bed, goodnight!"
0,@marcdavies That sucks man  I hope you have a problem-free weekend.
1,@kmore Yeahhh... thx. I figured it out
1,Hoping all my friends who are mothers have a wonderful Mothers's Day. I'm spending mine with my 2 AWESOME SONS!   so happy about that!
0,@eeeethannnn I do NOT. I RARELY dye it at all.  the red was the first in aaaagggessss. My hair just hates me.
1,"@sajal I meant you are not lazy, your work proves it"
1,Why doesn't Twitter extend the number limit a littttttle bit? Until 160 atleast?
1,"Star Trek is awesome!! Kirk is hot, Spock is cool. It's fun, cool and sexy. Definitely worth seeing. I saw it at the Cinerama."
1,@morningroc Dont worry man. You'll see me just as much this week as you did last week.
0,@theHUBnyc there is no sale in Botega...
0,What the fuck!? It's only 20:35!!? Oh my GOD! My internal clock really IS fucked up. Nooooo.
1,tired as hell!!!! bed time from cara  nighty night twitter world..
1,@thelast1uthink ZOMG SO CUTE MATT. shit thats a good movie
0,@acmaurer No wonder I didn't get into Urbana
1,@melissagreen http://twitpic.com/4wsk3 - too cute
1,@NewMoon_addict yeah like super short  I guess I'll just have to hold my breath till Sunday.
2,@kimberlinax3 oh kimmy really?  I give you one week from when you get home to hangout with me. I better get to see you. &lt;3
0,Wants milk
0,tomorrow is going to be sooo awkward &amp; embarassing. lights &amp; sounds last night was awesome
2,@craigmcgill Actually maybe not - it's sold out for Sat lunch
1,aw. nick got his heart broken.  poor baby. i love you!
0,@katevoegele I wish you weren't going to a 19+ venue in Vancouver
2,New Forum Thread - First Typhoon of the Season: Is *NOT* headed to Okinawa.  Made you look. .. http://tinyurl.com/dm4b3q
2,I really need to update this more.
0,i need a good idea... FAST!
2,I'm medal drivin'  home in 3 hours!
1,".... you are my sunshine, my only sunshine...."
1,@depravedDyer @YarnHarlot Sending you both TONS of thankful love for Sock Summit. I can't believe the utter crap that some people spew.
1,@shortcakemlt the movie on the plane is Mall Cop- (but i saw it with the nephews already
0,@iamthenoface I'm having no luck either  Doing my nut in! Who are you hoping to see?
1,WHOA! Twilight the board game! AAAHAHA
1,@tomfelton http://twitpic.com/4jam0 - Oh it's so beautiful! I'm happy you had a great time! Heartz
0,"Hot damn, I'm at fucking Disneyland!"
0,im feeling like ish!  i just wanna go home and go mimis
0,@dancinqueenie Morning! I have loads to do 2day  goin for a walk 1st to get rid of last nites haribo's
1,&lt;----------- is listening the FUCK out of Lamb of God
0,Just realised i am a very angry person in georgia. Too groggy and uncomfortable and i still haven't driven!
0,Stuck in awful traffic in the way to the wedding. Ceremony is supposed to start now. Ughhh.
0,"SPGridView is looking prettier, but I'm pretty sure my code is very ugly."
0,"ouch, my back. I'm sick of having a pamela anderson esque chest"
2,I wanna go to the Borgata tonight if Rich is playing.
1,@johna404 Hi I have uploaded 5 completely new Chinese Lessons on www.youtube.com/ChineseLearn Please feel free to watch and enjoy
2,@michaelqtodd read your status update &amp; just wanted 2 b sure I was on your follow list  Hope u r having a wondefl wkend Michael~blessings
0,"maybe i should take up drinking again, feel as if i have a ,massive hangover  still not ,yself today"
1,Such a fun night. I needed the break. PS- I love you man is effing hilarious! Good night twitter world. Sweet dreams
2,lol thats the highlight
2,is awake and does not want to go to work...
2,How is everyone on this fine Monday?   what is everyone's opinion of the new Wolverine movie?
1,The Blowout ended
2,"I don't have MTV,@mtschopp. What am I going to DO?!! fmlllll"
2,@7mesh thanks for following me  but who are you? hmmmm... twitter back !! ox
0,No one wants to sit with me at lunch  I guess I'll just bury my head in my laptop and continue to be anti-social.
1,"Law and Order! Yeah, I stay home on Sat nite!"
1,@Paperclippe My iPod headphones have gone kaput.  Wanted to buy new ones. Should I buy some Bose instead then? Do they work with Apple?
1,just watched JONAS. It was funny.
1,"Just finished The Village. So in love,could watch it over and over! Wonder why I can't get to sleep tonight"
0,lighters get lost in remastering the same way socks are lost in the dryer  ? http://blip.fm/~7a6ea
1,"@dougiemcfly get better omg i still dont believe that i didn'tgot a picture with you  it's soo sad, i don't now when i'm gonna see u again"
1,Happy Mothers Day!!
2,"@DD_Lovato oh I see. Thanks for replying. anyway, how are you?"
0,"Feeling so rough today, just want a cuddle and some sleep"
0,I don't like thunder. And neither does the doggy.
0,@Oprah an oprah guest if ever i saw one  http://tinyurl.com/d39x4n
1,"Am soo happy about today .. the going home bit sucks ,, but meeting everyone will be aceness to the extreme  lol,, am so cheesy :p"
0,@smilyross Do tell...
2,He's off...again  i wish he would make up his frickin mind...
1,@tdobson: Didn't need the shipping forecast we're inland
2,"I assume nobody uses PortableApps anymore except for myself. In that case, forget what I said earlier"
0,Send Movie recommendations my way please anyone
2,Work today
1,@DonnieWahlberg In Toronto  waiting for YOU!!! 48 days to go!
